periodo;semana;dia;monto;descuento;prod;cantidad;IncluidoProdTest
4518;Semana 25;Thursday;500;0;KS_337;1;1
4519;Semana 25;Thursday;500;0;KS_517;1;1
4520;Semana 25;Thursday;100;0;KS_328;1;1
4521;Semana 25;Thursday;400;0;KS_554;1;0
4522;Semana 25;Thursday;1250;0;KS_372;1;0
4523;Semana 25;Thursday;125;0;KS_318;1;1
4524;Semana 25;Thursday;200;0;KS_368;1;1
4525;Semana 25;Thursday;125;0;KS_318;1;1
4526;Semana 25;Thursday;175;0;KS_644;1;1
4527;Semana 25;Thursday;125;0;KS_318;1;1
4528;Semana 25;Friday;1000;50;KS_645;3;0
4529;Semana 25;Friday;1000;50;KS_583;3;1
4530;Semana 25;Friday;125;0;KS_337;1;1
4531;Semana 25;Friday;100;0;KS_548;1;1
4532;Semana 25;Friday;100;0;KS_328;1;1
4533;Semana 25;Friday;375;0;KS_338;1;1
4534;Semana 25;Friday;375;0;KS_336;2;1
4535;Semana 25;Friday;225;0;KS_336;1;1
4536;Semana 25;Friday;225;0;KS_328;1;1
4537;Semana 25;Friday;150;0;KS_363;1;1
4538;Semana 25;Friday;500;25;KS_644;3;1
4539;Semana 25;Friday;275;0;KS_360;1;1
4540;Semana 25;Friday;275;0;KS_656;1;1
4541;Semana 25;Friday;2375;0;KS_611;1;0
4542;Semana 25;Friday;2375;0;KS_691;1;0
4543;Semana 25;Friday;2375;0;KS_549;2;0
4544;Semana 25;Friday;2375;0;KS_349;1;0
4545;Semana 25;Friday;800;0;KS_362;1;0
4546;Semana 25;Friday;800;0;KS_660;1;1
4547;Semana 25;Friday;1400;0;KS_672;1;0
4548;Semana 25;Friday;1850;100;KS_720;1;1
4549;Semana 25;Friday;1000;50;KS_645;6;0
4550;Semana 25;Friday;650;0;KS_664;1;1
4551;Semana 25;Friday;175;0;KS_582;1;1
4552;Semana 25;Friday;125;0;KS_336;1;1
4553;Semana 25;Friday;100;0;KS_328;1;1
4554;Semana 25;Friday;750;0;KS_302;1;1
4555;Semana 25;Friday;250;0;KS_336;2;1
4556;Semana 25;Friday;500;25;KS_644;3;1
4557;Semana 25;Friday;650;0;KS_664;1;1
4558;Semana 25;Friday;600;0;KS_570;1;0
4559;Semana 25;Friday;1650;0;KS_688;2;1
4560;Semana 25;Friday;1650;0;KS_370;1;0
4561;Semana 25;Friday;1650;0;KS_360;1;1
4562;Semana 25;Friday;1650;0;KS_328;1;1
4563;Semana 25;Friday;100;0;KS_328;1;1
4564;Semana 25;Friday;150;0;KS_360;1;1
4565;Semana 25;Friday;125;0;KS_338;1;1
4566;Semana 25;Saturday;1620.000076;179.9999952;KS_612;3;0
4567;Semana 25;Saturday;450;0;KS_688;1;1
4568;Semana 25;Saturday;450;0;KS_328;1;1
4569;Semana 25;Saturday;800;0;KS_536;1;0
4570;Semana 25;Saturday;750;0;KS_378;1;0
4571;Semana 25;Saturday;750;0;KS_496;1;1
4572;Semana 25;Saturday;475;0;KS_688;1;1
4573;Semana 25;Saturday;475;0;KS_318;1;1
4574;Semana 25;Saturday;400;0;KS_712;1;0
4575;Semana 25;Saturday;150;0;KS_360;1;1
4576;Semana 25;Saturday;250;0;KS_488;1;0
4577;Semana 25;Saturday;125;0;KS_325;1;1
4578;Semana 25;Saturday;200;0;KS_653;2;1
4579;Semana 25;Saturday;175;0;KS_645;1;0
4580;Semana 25;Saturday;2450;0;KS_386;1;1
4581;Semana 25;Saturday;550;0;KS_606;1;0
4582;Semana 25;Saturday;325;0;KS_330;1;1
4583;Semana 25;Saturday;250;0;KS_960;1;0
4584;Semana 25;Saturday;325;0;KS_330;1;1
4585;Semana 25;Saturday;2650;0;KS_354;1;0
4586;Semana 25;Saturday;2650;0;KS_304;1;1
4587;Semana 25;Saturday;375;0;KS_358;1;1
4588;Semana 25;Saturday;2450;0;KS_386;1;1
4589;Semana 25;Saturday;800;0;KS_938;1;0
4590;Semana 25;Saturday;800;0;KS_688;1;1
4591;Semana 25;Saturday;300;0;KS_352;2;0
4592;Semana 25;Saturday;300;0;KS_328;1;1
4593;Semana 25;Saturday;6450;0;KS_604;2;1
4594;Semana 25;Saturday;6450;0;KS_486;1;1
4595;Semana 25;Saturday;6450;0;KS_484;1;1
4596;Semana 25;Saturday;6450;0;KS_974;1;1
4597;Semana 25;Saturday;6450;0;KS_494;1;0
4598;Semana 25;Saturday;6450;0;KS_652;9;1
4599;Semana 25;Saturday;1375;75;KS_708;1;0
4600;Semana 25;Monday;475;0;KS_689;1;0
4601;Semana 25;Monday;475;0;KS_337;1;1
4602;Semana 25;Monday;225;0;KS_325;1;1
4603;Semana 25;Monday;225;0;KS_549;1;0
4604;Semana 25;Monday;1500;0;KS_635;1;0
4605;Semana 25;Monday;250;0;KS_325;1;1
4606;Semana 25;Monday;250;0;KS_339;1;1
4607;Semana 25;Monday;700;0;KS_370;1;0
4608;Semana 25;Monday;1750;0;KS_698;1;0
4609;Semana 25;Monday;400;0;KS_366;1;1
4610;Semana 25;Monday;350;0;KS_688;1;1
4611;Semana 25;Monday;1350;150;KS_995;1;0
4612;Semana 25;Monday;450;0;KS_338;1;1
4613;Semana 25;Monday;450;0;KS_364;1;1
4614;Semana 25;Monday;450;0;KS_336;1;1
4615;Semana 25;Monday;825;25;KS_644;4;1
4616;Semana 25;Monday;825;25;KS_362;1;0
4617;Semana 25;Monday;1275;0;KS_336;4;1
4618;Semana 25;Monday;1275;0;KS_566;1;0
4619;Semana 25;Monday;1275;0;KS_366;1;1
4620;Semana 25;Monday;450;0;KS_688;1;1
4621;Semana 25;Monday;450;0;KS_652;1;1
4622;Semana 25;Monday;1500;0;KS_422;1;1
4623;Semana 25;Monday;425;0;KS_336;1;1
4624;Semana 25;Monday;425;0;KS_636;4;1
4625;Semana 25;Monday;450;0;KS_938;1;0
4626;Semana 25;Monday;1575;0;KS_583;5;1
4627;Semana 25;Monday;1575;0;KS_461;1;0
4628;Semana 25;Monday;1250;0;KS_304;1;1
4629;Semana 25;Monday;125;0;KS_336;1;1
4630;Semana 25;Monday;900;25;KS_644;3;1
4631;Semana 25;Monday;900;25;KS_554;1;0
4632;Semana 25;Monday;600;0;KS_336;3;1
4633;Semana 25;Monday;600;0;KS_348;3;1
4634;Semana 25;Monday;350;0;KS_688;1;1
4635;Semana 25;Monday;125;0;KS_336;1;1
4636;Semana 25;Monday;1500;125;KS_336;6;1
4637;Semana 25;Monday;1500;125;KS_338;7;1
4638;Semana 25;Monday;900;0;KS_981;1;0
4639;Semana 25;Monday;900;0;KS_364;2;1
4640;Semana 25;Monday;450;0;KS_688;1;1
4641;Semana 25;Monday;450;0;KS_328;1;1
4642;Semana 25;Monday;800;0;KS_486;1;1
4643;Semana 25;Monday;275;0;KS_364;1;1
4644;Semana 25;Monday;275;0;KS_348;1;1
4645;Semana 25;Monday;500;0;KS_496;1;1
4646;Semana 25;Tuesday;350;0;KS_353;1;0
4647;Semana 25;Tuesday;350;0;KS_325;1;1
4648;Semana 25;Tuesday;350;0;KS_657;1;0
4649;Semana 25;Tuesday;325;0;KS_330;1;1
4650;Semana 25;Tuesday;500;25;KS_644;3;1
4651;Semana 25;Tuesday;975;0;KS_596;1;1
4652;Semana 25;Tuesday;975;0;KS_590;1;0
4653;Semana 25;Tuesday;2100;100;KS_496;1;1
4654;Semana 25;Tuesday;2100;100;KS_542;1;0
4655;Semana 25;Tuesday;2100;100;KS_536;1;0
4656;Semana 25;Tuesday;800;0;KS_366;2;1
4657;Semana 25;Tuesday;700;0;KS_370;1;0
4658;Semana 25;Tuesday;0;750;KS_320;1;0
4659;Semana 25;Tuesday;0;1500;KS_438;1;0
4660;Semana 25;Tuesday;225;0;KS_653;1;1
4661;Semana 25;Tuesday;225;0;KS_319;1;0
4662;Semana 25;Tuesday;975;0;KS_557;1;0
4663;Semana 25;Tuesday;975;0;KS_309;1;1
4664;Semana 25;Tuesday;125;0;KS_336;1;1
4665;Semana 25;Tuesday;1000;50;KS_644;6;1
4666;Semana 25;Tuesday;100;0;KS_653;1;1
4667;Semana 25;Tuesday;350;0;KS_688;1;1
4668;Semana 25;Tuesday;650;0;KS_688;1;1
4669;Semana 25;Tuesday;650;0;KS_532;1;0
4670;Semana 25;Tuesday;200;0;KS_352;2;0
4671;Semana 25;Tuesday;7850;450;KS_464;1;1
4672;Semana 25;Tuesday;7850;450;KS_312;1;1
4673;Semana 25;Tuesday;7850;450;KS_308;2;1
4674;Semana 25;Tuesday;7850;450;KS_328;1;1
4675;Semana 25;Tuesday;650;0;KS_664;1;1
4676;Semana 25;Tuesday;325;0;KS_330;1;1
4677;Semana 25;Tuesday;1800;0;KS_366;1;1
4678;Semana 25;Tuesday;1800;0;KS_342;1;0
4679;Semana 25;Tuesday;1800;0;KS_368;4;1
4680;Semana 25;Tuesday;1500;0;KS_414;1;0
4681;Semana 25;Tuesday;1500;0;KS_490;1;0
4682;Semana 25;Tuesday;250;0;KS_336;2;1
4683;Semana 25;Tuesday;500;0;KS_366;1;1
4684;Semana 25;Tuesday;500;0;KS_352;1;0
4685;Semana 25;Tuesday;125;0;KS_336;1;1
4686;Semana 26;Wednesday;1750;0;KS_997;1;0
4687;Semana 26;Wednesday;250;0;KS_336;2;1
4688;Semana 26;Wednesday;400;0;KS_366;1;1
4689;Semana 26;Wednesday;925;0;KS_938;1;0
4690;Semana 26;Wednesday;925;0;KS_532;1;0
4691;Semana 26;Wednesday;925;0;KS_582;1;1
4692;Semana 26;Wednesday;2250;0;KS_468;1;1
4693;Semana 26;Wednesday;400;0;KS_366;1;1
4694;Semana 26;Wednesday;400;0;KS_366;1;1
4695;Semana 26;Wednesday;650;0;KS_664;1;1
4696;Semana 26;Wednesday;600;0;KS_342;1;0
4697;Semana 26;Wednesday;1350;50;KS_644;8;1
4698;Semana 26;Wednesday;100;0;KS_352;1;0
4699;Semana 26;Wednesday;375;0;KS_358;1;1
4700;Semana 26;Wednesday;500;25;KS_582;3;1
4701;Semana 26;Wednesday;400;0;KS_366;1;1
4702;Semana 26;Wednesday;375;0;KS_337;3;1
4703;Semana 26;Wednesday;250;0;KS_409;1;0
4704;Semana 26;Wednesday;300;0;KS_532;1;0
4705;Semana 26;Wednesday;3442.499924;607.4999809;KS_690;1;0
4706;Semana 26;Wednesday;3442.499924;607.4999809;KS_478;2;0
4707;Semana 26;Wednesday;3442.499924;607.4999809;KS_676;1;0
4708;Semana 26;Wednesday;337.5;37.5;KS_516;1;0
4709;Semana 26;Wednesday;650;0;KS_664;1;1
4710;Semana 26;Wednesday;200;0;KS_364;1;1
4711;Semana 26;Thursday;125;0;KS_338;1;1
4712;Semana 26;Thursday;300;0;KS_652;1;1
4713;Semana 26;Thursday;300;0;KS_364;1;1
4714;Semana 26;Thursday;475;50;KS_644;3;1
4715;Semana 26;Thursday;325;0;KS_364;1;1
4716;Semana 26;Thursday;325;0;KS_336;1;1
4717;Semana 26;Thursday;800;0;KS_486;1;1
4718;Semana 26;Thursday;350;0;KS_662;1;1
4719;Semana 26;Thursday;475;0;KS_338;1;1
4720;Semana 26;Thursday;475;0;KS_688;1;1
4721;Semana 26;Thursday;1500;0;KS_388;1;0
4722;Semana 26;Thursday;625;0;KS_648;1;1
4723;Semana 26;Thursday;625;0;KS_644;1;1
4724;Semana 26;Thursday;375;0;KS_488;1;0
4725;Semana 26;Thursday;375;0;KS_338;1;1
4726;Semana 26;Thursday;125;0;KS_336;1;1
4727;Semana 26;Thursday;500;0;KS_458;1;0
4728;Semana 26;Thursday;600;0;KS_612;1;0
4729;Semana 26;Thursday;125;0;KS_324;1;1
4730;Semana 26;Thursday;550;0;KS_704;1;0
4731;Semana 26;Thursday;550;0;KS_324;1;1
4732;Semana 26;Thursday;175;0;KS_582;1;1
4733;Semana 26;Thursday;3400;0;KS_476;1;1
4734;Semana 26;Thursday;3400;0;KS_688;1;1
4735;Semana 26;Thursday;3400;0;KS_486;1;1
4736;Semana 26;Thursday;225;0;KS_329;1;1
4737;Semana 26;Thursday;225;0;KS_339;1;1
4738;Semana 26;Thursday;1500;0;KS_423;1;0
4739;Semana 26;Thursday;325;0;KS_653;2;1
4740;Semana 26;Thursday;325;0;KS_337;1;1
4741;Semana 26;Thursday;650;0;KS_367;1;1
4742;Semana 26;Thursday;650;0;KS_325;2;1
4743;Semana 26;Thursday;125;0;KS_336;1;1
4744;Semana 26;Thursday;1350;25;KS_644;3;1
4745;Semana 26;Thursday;1350;25;KS_350;1;0
4746;Semana 26;Thursday;1300;0;KS_664;2;1
4747;Semana 26;Thursday;350;0;KS_688;1;1
4748;Semana 26;Thursday;125;0;KS_336;1;1
4749;Semana 26;Thursday;250;0;KS_336;2;1
4750;Semana 26;Friday;1500;0;KS_383;1;0
4751;Semana 26;Friday;650;0;KS_645;3;0
4752;Semana 26;Friday;650;0;KS_319;1;0
4753;Semana 26;Friday;2400;0;KS_405;1;0
4754;Semana 26;Friday;2400;0;KS_463;1;0
4755;Semana 26;Friday;200;0;KS_369;1;0
4756;Semana 26;Friday;100;0;KS_329;1;1
4757;Semana 26;Friday;1300;0;KS_664;2;1
4758;Semana 26;Friday;350;0;KS_688;1;1
4759;Semana 26;Friday;540.0000095;60.00000238;KS_688;1;1
4760;Semana 26;Friday;540.0000095;60.00000238;KS_338;2;1
4761;Semana 26;Friday;125;0;KS_319;1;0
4762;Semana 26;Friday;1000;0;KS_312;1;1
4763;Semana 26;Friday;1850;0;KS_414;1;0
4764;Semana 26;Friday;1850;0;KS_596;1;1
4765;Semana 26;Friday;225;0;KS_352;1;0
4766;Semana 26;Friday;225;0;KS_338;1;1
4767;Semana 26;Friday;0;600;KS_519;1;0
4768;Semana 26;Friday;250;0;KS_336;2;1
4769;Semana 26;Friday;250;0;KS_338;2;1
4770;Semana 26;Friday;1125;0;KS_340;3;1
4771;Semana 26;Friday;500;0;KS_458;1;0
4772;Semana 26;Friday;1200;0;KS_538;1;1
4773;Semana 26;Friday;800;0;KS_370;1;0
4774;Semana 26;Friday;800;0;KS_544;1;1
4775;Semana 26;Friday;500;0;KS_318;4;1
4776;Semana 26;Friday;350;0;KS_326;1;1
4777;Semana 26;Friday;300;0;KS_564;1;0
4778;Semana 26;Friday;1275;0;KS_312;1;1
4779;Semana 26;Friday;1275;0;KS_692;1;1
4780;Semana 26;Friday;300;0;KS_636;4;1
4781;Semana 26;Friday;600;0;KS_688;1;1
4782;Semana 26;Friday;600;0;KS_318;2;1
4783;Semana 26;Friday;550;0;KS_606;1;0
4784;Semana 26;Friday;250;0;KS_318;1;1
4785;Semana 26;Friday;250;0;KS_336;1;1
4786;Semana 26;Friday;375;0;KS_358;1;1
4787;Semana 26;Friday;250;0;KS_336;2;1
4788;Semana 26;Friday;325;0;KS_330;1;1
4789;Semana 26;Friday;400;0;KS_368;2;1
4790;Semana 26;Saturday;0;1500;KS_632;1;0
4791;Semana 26;Saturday;450;0;KS_950;1;1
4792;Semana 26;Saturday;1189.999962;135.0000024;KS_950;1;1
4793;Semana 26;Saturday;1189.999962;135.0000024;KS_318;5;1
4794;Semana 26;Saturday;1189.999962;135.0000024;KS_324;2;1
4795;Semana 26;Saturday;700;0;KS_688;2;1
4796;Semana 26;Saturday;500;0;KS_332;1;0
4797;Semana 26;Saturday;375;0;KS_358;1;1
4798;Semana 26;Saturday;3250;0;KS_680;1;0
4799;Semana 26;Saturday;3250;0;KS_634;1;0
4800;Semana 26;Saturday;750;0;KS_566;2;0
4801;Semana 26;Saturday;1500;0;KS_484;1;1
4802;Semana 26;Saturday;125;0;KS_338;1;1
4803;Semana 26;Saturday;1850;0;KS_384;1;0
4804;Semana 26;Saturday;1850;0;KS_688;1;1
4805;Semana 26;Saturday;225;0;KS_319;1;0
4806;Semana 26;Saturday;225;0;KS_547;1;1
4807;Semana 26;Saturday;500;25;KS_583;3;1
4808;Semana 26;Saturday;100;0;KS_549;1;0
4809;Semana 26;Saturday;150;0;KS_360;1;1
4810;Semana 26;Monday;1000;0;KS_981;1;0
4811;Semana 26;Monday;1000;0;KS_332;1;0
4812;Semana 26;Monday;400;0;KS_366;1;1
4813;Semana 26;Monday;450;0;KS_950;1;1
4814;Semana 26;Monday;1300;0;KS_496;1;1
4815;Semana 26;Monday;1300;0;KS_536;1;0
4816;Semana 26;Monday;1300;0;KS_496;1;1
4817;Semana 26;Monday;1300;0;KS_536;1;0
4818;Semana 26;Monday;625;0;KS_360;1;1
4819;Semana 26;Monday;625;0;KS_318;1;1
4820;Semana 26;Monday;625;0;KS_688;1;1
4821;Semana 26;Monday;400;0;KS_366;1;1
4822;Semana 26;Monday;6000;0;KS_464;1;1
4823;Semana 26;Monday;2250;0;KS_476;1;1
4824;Semana 26;Monday;1000;0;KS_550;1;0
4825;Semana 26;Monday;200;0;KS_369;1;0
4826;Semana 26;Monday;425;0;KS_705;1;0
4827;Semana 26;Monday;125;0;KS_655;1;0
4828;Semana 26;Monday;100;0;KS_653;1;1
4829;Semana 26;Monday;150;0;KS_361;1;1
4830;Semana 26;Monday;1100;25;KS_582;3;1
4831;Semana 26;Monday;1100;25;KS_596;1;1
4832;Semana 26;Monday;100;0;KS_548;1;1
4833;Semana 26;Monday;175;0;KS_582;1;1
4834;Semana 26;Monday;775;0;KS_582;3;1
4835;Semana 26;Monday;775;0;KS_318;2;1
4836;Semana 26;Monday;400;0;KS_328;1;1
4837;Semana 26;Monday;400;0;KS_348;2;1
4838;Semana 26;Monday;400;0;KS_362;1;0
4839;Semana 26;Monday;1150;0;KS_366;2;1
4840;Semana 26;Monday;1150;0;KS_326;1;1
4841;Semana 26;Monday;350;0;KS_975;1;0
4842;Semana 26;Monday;350;0;KS_688;1;1
4843;Semana 26;Monday;125;0;KS_324;1;1
4844;Semana 26;Monday;125;0;KS_318;1;1
4845;Semana 26;Tuesday;1000;0;KS_324;2;1
4846;Semana 26;Tuesday;1000;0;KS_336;1;1
4847;Semana 26;Tuesday;1000;0;KS_544;1;1
4848;Semana 26;Tuesday;1000;0;KS_548;3;1
4849;Semana 26;Tuesday;1000;0;KS_328;1;1
4850;Semana 26;Tuesday;1000;0;KS_318;1;1
4851;Semana 26;Tuesday;400;0;KS_324;1;1
4852;Semana 26;Tuesday;400;0;KS_360;1;1
4853;Semana 26;Tuesday;400;0;KS_336;1;1
4854;Semana 26;Tuesday;125;0;KS_324;1;1
4855;Semana 26;Tuesday;475;0;KS_688;1;1
4856;Semana 26;Tuesday;475;0;KS_318;1;1
4857;Semana 26;Tuesday;500;25;KS_644;3;1
4858;Semana 26;Tuesday;350;0;KS_662;1;1
4859;Semana 26;Tuesday;550;0;KS_702;1;1
4860;Semana 26;Tuesday;125;0;KS_336;1;1
4861;Semana 26;Tuesday;1400;100;KS_484;1;1
4862;Semana 26;Tuesday;175;0;KS_582;1;1
4863;Semana 26;Tuesday;400;0;KS_366;1;1
4864;Semana 26;Tuesday;1550;0;KS_616;1;0
4865;Semana 26;Tuesday;1550;0;KS_532;1;0
4866;Semana 26;Tuesday;1550;0;KS_460;1;1
4867;Semana 26;Tuesday;1300;50;KS_508;1;0
4868;Semana 26;Tuesday;1300;50;KS_664;1;1
4869;Semana 26;Tuesday;550;0;KS_361;1;1
4870;Semana 26;Tuesday;550;0;KS_463;1;0
4871;Semana 26;Tuesday;75;0;KS_349;1;0
4872;Semana 26;Tuesday;200;0;KS_369;1;0
4873;Semana 26;Tuesday;625;0;KS_324;5;1
4874;Semana 26;Tuesday;150;0;KS_636;2;1
4875;Semana 26;Tuesday;2500;0;KS_369;2;0
4876;Semana 26;Tuesday;2500;0;KS_669;1;0
4877;Semana 26;Tuesday;2500;0;KS_383;1;0
4878;Semana 26;Tuesday;2500;0;KS_361;1;1
4879;Semana 26;Tuesday;750;0;KS_341;1;1
4880;Semana 26;Tuesday;750;0;KS_359;1;0
4881;Semana 26;Tuesday;100;0;KS_653;1;1
4882;Semana 26;Tuesday;179.9999952;20.0000003;KS_368;1;1
4883;Semana 26;Tuesday;450;75;KS_644;3;1
4884;Semana 26;Tuesday;1100;0;KS_332;1;0
4885;Semana 26;Tuesday;1100;0;KS_688;1;1
4886;Semana 26;Tuesday;1100;0;KS_318;1;1
4887;Semana 26;Tuesday;1100;0;KS_324;1;1
4888;Semana 26;Tuesday;350;0;KS_688;1;1
4889;Semana 26;Tuesday;700;0;KS_688;2;1
4890;Semana 26;Tuesday;125;0;KS_336;1;1
4891;Semana 27;Wednesday;2250;0;KS_469;1;0
4892;Semana 27;Wednesday;200;0;KS_369;1;0
4893;Semana 27;Wednesday;550;0;KS_712;1;0
4894;Semana 27;Wednesday;550;0;KS_360;1;1
4895;Semana 27;Wednesday;950;0;KS_366;1;1
4896;Semana 27;Wednesday;950;0;KS_592;1;0
4897;Semana 27;Wednesday;275;0;KS_324;1;1
4898;Semana 27;Wednesday;275;0;KS_360;1;1
4899;Semana 27;Wednesday;2750;75;KS_644;9;1
4900;Semana 27;Wednesday;2750;75;KS_304;1;1
4901;Semana 27;Wednesday;125;0;KS_318;1;1
4902;Semana 27;Wednesday;250;0;KS_336;2;1
4903;Semana 27;Wednesday;500;0;KS_458;1;0
4904;Semana 27;Wednesday;500;25;KS_644;3;1
4905;Semana 27;Wednesday;250;0;KS_338;1;1
4906;Semana 27;Wednesday;250;0;KS_318;1;1
4907;Semana 27;Wednesday;650;0;KS_610;1;1
4908;Semana 27;Wednesday;800;0;KS_689;2;0
4909;Semana 27;Wednesday;800;0;KS_549;1;0
4910;Semana 27;Wednesday;250;0;KS_491;1;0
4911;Semana 27;Wednesday;4250;0;KS_530;1;0
4912;Semana 27;Wednesday;650;0;KS_610;1;1
4913;Semana 27;Wednesday;650;0;KS_331;2;1
4914;Semana 27;Wednesday;600;0;KS_309;1;1
4915;Semana 27;Wednesday;125;0;KS_319;1;0
4916;Semana 27;Wednesday;6950;150;KS_994;1;0
4917;Semana 27;Wednesday;6950;150;KS_371;1;1
4918;Semana 27;Wednesday;6950;150;KS_415;2;0
4919;Semana 27;Wednesday;6950;150;KS_579;1;0
4920;Semana 27;Wednesday;6950;150;KS_721;1;0
4921;Semana 27;Wednesday;2450;0;KS_529;1;0
4922;Semana 27;Wednesday;1500;0;KS_635;1;0
4923;Semana 27;Wednesday;800;0;KS_586;1;0
4924;Semana 27;Wednesday;4250;0;KS_956;1;0
4925;Semana 27;Wednesday;1500;250;KS_698;1;0
4926;Semana 27;Wednesday;700;0;KS_460;1;1
4927;Semana 27;Wednesday;600;0;KS_342;1;0
4928;Semana 27;Wednesday;125;0;KS_324;1;1
4929;Semana 27;Wednesday;350;0;KS_688;1;1
4930;Semana 27;Thursday;2275;250;KS_516;1;0
4931;Semana 27;Thursday;2275;250;KS_366;1;1
4932;Semana 27;Thursday;2275;250;KS_997;1;0
4933;Semana 27;Thursday;2000;0;KS_640;1;1
4934;Semana 27;Thursday;350;0;KS_688;1;1
4935;Semana 27;Thursday;300;0;KS_360;2;1
4936;Semana 27;Thursday;450;0;KS_950;1;1
4937;Semana 27;Thursday;4250;100;KS_484;1;1
4938;Semana 27;Thursday;4250;100;KS_572;1;0
4939;Semana 27;Thursday;4250;100;KS_702;1;1
4940;Semana 27;Thursday;4250;100;KS_540;1;1
4941;Semana 27;Thursday;4250;100;KS_668;1;0
4942;Semana 27;Thursday;400;0;KS_462;1;0
4943;Semana 27;Thursday;700;0;KS_460;1;1
4944;Semana 27;Thursday;1500;0;KS_442;1;0
4945;Semana 27;Thursday;750;0;KS_478;1;0
4946;Semana 27;Thursday;1600;0;KS_586;1;0
4947;Semana 27;Thursday;1600;0;KS_486;1;1
4948;Semana 27;Thursday;600;0;KS_532;2;0
4949;Semana 27;Thursday;700;0;KS_370;1;0
4950;Semana 27;Thursday;500;25;KS_644;3;1
4951;Semana 27;Thursday;1000;0;KS_312;1;1
4952;Semana 27;Thursday;1700;0;KS_485;1;0
4953;Semana 27;Thursday;1700;0;KS_547;2;1
4954;Semana 27;Thursday;450;0;KS_669;1;0
4955;Semana 27;Thursday;100;0;KS_653;1;1
4956;Semana 27;Thursday;300;0;KS_347;1;0
4957;Semana 27;Thursday;300;0;KS_653;2;1
4958;Semana 27;Thursday;125;0;KS_318;1;1
4959;Semana 27;Thursday;350;0;KS_688;1;1
4960;Semana 27;Thursday;250;0;KS_324;2;1
4961;Semana 27;Thursday;1450;0;KS_538;1;1
4962;Semana 27;Thursday;1450;0;KS_336;2;1
4963;Semana 27;Thursday;600;0;KS_688;1;1
4964;Semana 27;Thursday;600;0;KS_318;1;1
4965;Semana 27;Thursday;600;0;KS_656;1;1
4966;Semana 27;Friday;650;0;KS_660;1;1
4967;Semana 27;Friday;350;0;KS_326;1;1
4968;Semana 27;Friday;125;0;KS_336;1;1
4969;Semana 27;Friday;250;100;KS_688;1;1
4970;Semana 27;Friday;290.0000095;34.9999994;KS_336;1;1
4971;Semana 27;Friday;290.0000095;34.9999994;KS_544;1;1
4972;Semana 27;Friday;290.0000095;34.9999994;KS_548;1;1
4973;Semana 27;Friday;500;25;KS_644;3;1
4974;Semana 27;Friday;175;0;KS_582;1;1
4975;Semana 27;Friday;350;0;KS_582;2;1
4976;Semana 27;Friday;500;25;KS_644;3;1
4977;Semana 27;Friday;325;0;KS_330;1;1
4978;Semana 27;Friday;350;0;KS_688;1;1
4979;Semana 27;Friday;200;0;KS_369;1;0
4980;Semana 27;Friday;200;0;KS_653;1;1
4981;Semana 27;Friday;200;0;KS_545;1;0
4982;Semana 27;Friday;2000;100;KS_645;12;0
4983;Semana 27;Friday;125;0;KS_319;1;0
4984;Semana 27;Friday;750;0;KS_479;1;0
4985;Semana 27;Friday;750;0;KS_478;1;0
4986;Semana 27;Friday;400;0;KS_366;1;1
4987;Semana 27;Friday;114.9999976;10.00000015;KS_336;1;1
4988;Semana 27;Friday;450;0;KS_950;1;1
4989;Semana 27;Friday;700;0;KS_506;1;0
4990;Semana 27;Friday;125;0;KS_336;1;1
4991;Semana 27;Friday;600;0;KS_308;1;1
4992;Semana 27;Saturday;1925;0;KS_660;1;1
4993;Semana 27;Saturday;1925;0;KS_398;1;1
4994;Semana 27;Saturday;1925;0;KS_552;1;0
4995;Semana 27;Saturday;1925;0;KS_544;1;1
4996;Semana 27;Saturday;1925;0;KS_546;1;1
4997;Semana 27;Saturday;2175;0;KS_570;1;0
4998;Semana 27;Saturday;2175;0;KS_360;2;1
4999;Semana 27;Saturday;2175;0;KS_336;2;1
5000;Semana 27;Saturday;2175;0;KS_688;2;1
5001;Semana 27;Saturday;2175;0;KS_666;1;1
5002;Semana 27;Saturday;250;0;KS_560;1;0
5003;Semana 27;Saturday;250;100;KS_688;1;1
5004;Semana 27;Saturday;250;0;KS_319;1;0
5005;Semana 27;Saturday;250;0;KS_325;1;1
5006;Semana 27;Saturday;325;0;KS_329;2;1
5007;Semana 27;Saturday;325;0;KS_339;1;1
5008;Semana 27;Saturday;100;0;KS_347;1;0
5009;Semana 27;Saturday;950;0;KS_335;1;0
5010;Semana 27;Saturday;1500;0;KS_383;1;0
5011;Semana 27;Saturday;2000;0;KS_311;2;1
5012;Semana 27;Saturday;150;0;KS_362;1;0
5013;Semana 27;Saturday;500;0;KS_456;1;0
5014;Semana 27;Saturday;800;0;KS_486;1;1
5015;Semana 27;Saturday;125;0;KS_654;1;1
5016;Semana 27;Saturday;1950;0;KS_720;1;1
5017;Semana 27;Saturday;1889.999962;209.9999905;KS_344;1;0
5018;Semana 27;Saturday;1889.999962;209.9999905;KS_950;1;1
5019;Semana 27;Saturday;1889.999962;209.9999905;KS_592;1;0
5020;Semana 27;Saturday;1275;175;KS_690;1;0
5021;Semana 27;Saturday;100;0;KS_544;1;1
5022;Semana 27;Saturday;550;0;KS_606;1;0
5023;Semana 27;Monday;350;0;KS_688;1;1
5024;Semana 27;Monday;100;0;KS_548;1;1
